"ensembl_gene_id","phylostratum","Description"
"ENSMUSG00000031652",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000043885",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000030443",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000022749",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000053141",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000026276",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000045333",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000028360",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000055150",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000022753",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000062861",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000078616",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000031158",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000005131",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000030921",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000032840",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000093486",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000018076",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000022748",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000001774",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000002266",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000034218",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000000317",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000057596",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000031657",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000034177",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000035601",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000028201",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000073291",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000073290",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000040838",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000034066",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000064138",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000020397",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000061013",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000020690",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000051527",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000062116",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000035107",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000063535",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000064030",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000034538",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000030245",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000066838",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000029089",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000036779",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000000731",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000015377",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000034858",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000026280",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000074794",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000067736",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000036561",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000073725",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000028322",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000026977",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000025353",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000024283",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000043073",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000020485",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000062369",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000054568",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000036529",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000033569",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000059039",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000026283",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000031660",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000005823",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000029595",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000028180",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000090662",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000017861",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000075485",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000047671",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000040365",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000093718",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000091447",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000045973",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000040710",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000040350",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000040693",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000048874",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000017400",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000078153",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000040648",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000030393",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000031665",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000043668",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000055436",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000025268",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000026063",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000026058",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000091026",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000092097",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000049830",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000091318",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000024286",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000091643",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000078801",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000091285",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000074502",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000024287",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000037197",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000034593",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000074500",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000032754",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000026333",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000017679",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000031162",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000046311",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000031666",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000047879",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000008690",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000032030",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000025265",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000017707",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000057551",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000020346",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000024397",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000029186",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000028678",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000036352",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000031667",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000025264",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000030279",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000033282",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000019487",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000026131",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000055932",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000031165",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000020021",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000034116",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000041229",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000060268",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000067028",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000031734",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000090247",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000047394",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000045519",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000031737",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000026932",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000063108",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000031738",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000075415",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000029176",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000048772",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000018326",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000078144",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000026319",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000041540",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000052142",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000025261",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000022911",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000028677",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000041130",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000002064",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000059475",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000010277",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000020374",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000071868",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000024293",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000029602",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000033590",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000064065",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000020253",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000002477",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000026934",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000028330",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000060510",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000047854",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000029603",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000036644",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000042195",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000031748",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000023277",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000009640",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000063260",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000036327",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000028329",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000075470",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000052560",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000058192",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000041986",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000047141",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000037509",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000031754",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000048626",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000039201",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000033009",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000005836",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000041238",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000004843",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000031755",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000028333",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000025257",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000045503",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000037470",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000031168",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000031169",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000032939",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000020381",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000081650",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000090996",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000015837",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000040957",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000049411",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000039178",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000000374",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000017721",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000000194",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000084786",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000024410",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000047180",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000074154",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000034361",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000019775",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000037447",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000025332",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000078627",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000043541",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000050079",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000070695",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000062087",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000026374",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000031776",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000019769",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000037999",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000064302",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000001143",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000031781",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000040370",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000033379",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000041096",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000039813",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000008482",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000029608",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000061032",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000020024",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000001403",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000048758",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000048402",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000031170",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000041658",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000005054",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000033365",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000007850",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000060470",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000041649",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000031786",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000050148",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000041633",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000024424",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000040829",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000043733",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000031788",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000026383",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000020375",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000036545",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000061518",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000036218",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000037351",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000023495",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000079349",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000022876",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000062661",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000029614",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000034121",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000037493",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000032714",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000090655",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000026384",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000028538",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000026116",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000038048",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000046556",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000031792",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000029174",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000019590",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000044807",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000042744",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000031796",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000024227",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000044296",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000017754",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000041552",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000036962",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000036598",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000024155",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000055109",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000050299",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000022867",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000031669",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000036564",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000036158",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000075467",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000004100",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000022449",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000030287",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000033326",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000039849",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000029178",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000026388",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000031671",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000026112",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000048728",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000024298",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000036550",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000026111",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000049321",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000039834",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000074781",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000091736",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000022863",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000075327",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000038208",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000020029",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000020335",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000036499",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000025658",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000003721",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000055202",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000059000",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000057254",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000061104",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000036534",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000042726",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000032350",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000026339",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000022451",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000024420",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000044542",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000037890",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000053206",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000041958",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000037013",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000042719",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000036281",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000020364",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000078347",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000063080",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000054321",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000052151",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000036225",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000045608",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000024160",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000064210",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000040250",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000040624",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000033237",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000033253",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000036478",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000020483",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000026914",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000035770",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000078346",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000031176",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000032349",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000040990",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000026341",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000053600",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000018379",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000002058",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000023169",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000040456",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000024083",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000053390",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000022462",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000026342",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000022464",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000001366",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000029616",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000026767",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000026078",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000028345",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000040699",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000067430",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000048371",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000040325",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000017664",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000018377",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000003134",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000028347",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000023350",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000001054",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000067424",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000003135",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000006390",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000063446",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000026349",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000048234",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000062438",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000007777",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000017670",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000031298",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000036104",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000036391",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000026843",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000039634",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000035963",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000008686",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000079681",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000061532",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000091515",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000003929",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000026927",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000020307",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000058254",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000056211",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000031889",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000022893",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000024091",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000018168",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000028309",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000078622",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000039269",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000056824",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000020386",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000026353",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000045365",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000055240",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000017667",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000069920",2,"cellular organisms  -  Eukaryota"
"ENSMUSG00000039716",2,"cellular organisms  -  Eukaryota"
